ranking_companies,unicorn,date_joined,country,city,industry,selected_investors,value,lat,lng,capital,population,id_city,year
885,Lookout,2013-10-10,United States,San Francisco,Cybersecurity,"Accel Partners, Greylock Partners, Lowercase Capital",1.0,37.7562,-122.443,,3592294.0,1840021543,2013
886,Perimeter 81,2022-06-06,Israel,Tel Aviv-Yafo,Cybersecurity,"Insight Partners, Toba Capital, Spring Ventures",1.0,32.08,34.78,admin,451523.0,1376401542,2022
887,Snapdeal,2014-05-21,India,New Delhi,E-commerce & direct-to-consumer,"SoftBankGroup, Blackrock, Alibaba Group",1.0,28.7,77.2,primary,142004.0,1356215164,2014
888,TechStyle Fashion Group,2014-08-29,United States,El Segundo,E-commerce & direct-to-consumer,"Matrix Partners, Passport Capital, Rho Ventures",1.0,33.9169,-118.4021,,16610.0,1840020481,2014
889,InMobi,2014-12-02,India,Bangalore,Mobile & telecommunications,"Kleiner Perkins Caufield & Byers, Softbank Corp., Sherpalo Ventures",1.0,12.9699,77.598,admin,13707000.0,1356410365,2014
890,LinkSure Network,2015-01-01,China,Shanghai,Mobile & telecommunications,No Available info,1.0,31.1667,121.4667,admin,22120000.0,1156073548,2015
891,Red Ventures,2015-01-07,United States,Fort Mill,Other,"Silver Lake Partners, General Atlantic",1.0,35.0062,-80.9388,,22284.0,1840016479,2015
892,BeiBei,2015-01-22,China,Hangzhou,E-commerce & direct-to-consumer,"Banyan Capital, New Horizon Capital, IDG Capital Partners",1.0,30.25,120.1675,admin,6446000.0,1156275243,2015
893,Lamabang,2015-03-06,China,Shenzhen,E-commerce & direct-to-consumer,"5Y Capital, Matrix Partners China, K2VC",1.0,22.535,114.054,minor,15929000.0,1156158707,2015
894,JimuBox,2015-04-21,China,Beijing,Fintech,"Matrix Partners China, Ventech China, Shunwei Capital Partners",1.0,39.905,116.3914,primary,19433000.0,1156228865,2015
895,FXiaoKe,2015-07-02,China,Beijing,Mobile & telecommunications,"IDG Capital, Northern Light Venture Capital, DCM Ventures",1.0,39.905,116.3914,primary,19433000.0,1156228865,2015
896,Vox Media,2015-08-12,United States,Washington,Internet software & services,"Accel Partners, Comcast Ventures, General Atlantic",1.0,38.9047,-77.0163,primary,5379184.0,1840006060,2015
897,Mia.com,2015-09-08,China,Beijing,E-commerce & direct-to-consumer,"Sequoia Capital China, ZhenFund, K2 Ventures",1.0,39.905,116.3914,primary,19433000.0,1156228865,2015
898,58 Daojia,2015-10-12,China,Beijing,Internet software & services,"KKR, Alibaba Group, Ping An Insurance",1.0,39.905,116.3914,primary,19433000.0,1156228865,2015
899,Womai,2015-10-12,China,Beijing,E-commerce & direct-to-consumer,"SAIF Partners China, Baidu, IDG Capital",1.0,39.905,116.3914,primary,19433000.0,1156228865,2015
900,HuJiang,2015-10-29,China,Shanghai,Edtech,"China Minsheng Investment, Baidu, Wanxin Media",1.0,31.1667,121.4667,admin,22120000.0,1156073548,2015
901,iTutorGroup,2015-11-18,China,Shanghai,Edtech,"QiMing Venture Partners, Temasek Holdings, Silverlink Capital",1.0,31.1667,121.4667,admin,22120000.0,1156073548,2015
902,MindMaze,2016-01-28,Switzerland,Lausanne,Health,Hinduja Group,1.0,46.5333,6.6333,admin,138905.0,1756055099,2016
903,iCarbonX,2016-04-12,China,Shenzhen,Artificial Intelligence,"Tencent, Vcanbio",1.0,22.535,114.054,minor,15929000.0,1156158707,2016
904,SMS Assist,2016-06-07,United States,Chicago,Internet software & services,"Goldman Sachs, Insights Venture Partners, Pritzker Group Venture Capital",1.0,41.8373,-87.6862,,8604203.0,1840000494,2016
905,Kendra Scott,2016-12-21,United States,Austin,Consumer & retail,"Berkshire Partners, Norwest Venture Partners",1.0,30.3004,-97.7522,admin,1687311.0,1840019590,2016
906,Mobvoi,2017-04-06,China,Beijing,Consumer & retail,"Sequoia Capital China, SIG Asia Investments, ZhenFund",1.0,39.905,116.3914,primary,19433000.0,1156228865,2017
907,Zhuan Zhuan,2017-04-18,China,Beijing,E-commerce & direct-to-consumer,"58.com, Tencent Holdings",1.0,39.905,116.3914,primary,19433000.0,1156228865,2017
908,Modernizing Medicine,2017-05-10,United States,Boca Raton,Health,"Warburg Pincus, Summit Partners, Sands Capital",1.0,26.3752,-80.108,,99805.0,1840014207,2017
909,Zhaogang,2017-06-29,China,Shanghai,E-commerce & direct-to-consumer,"K2 Ventures, Matrix Partners China, IDG Capital",1.0,31.1667,121.4667,admin,22120000.0,1156073548,2017
910,DianRong,2017-08-02,China,Shanghai,E-commerce & direct-to-consumer,"Standard Chartered, FinSight Ventures, Affirma Capital",1.0,31.1667,121.4667,admin,22120000.0,1156073548,2017
911,Cell C,2017-08-07,South Africa,Johannesburg,Mobile & telecommunications,"Blue Label Telecoms, Net1 UEPS Technologies",1.0,-26.2044,28.0416,admin,4434827.0,1710550792,2017
912,YH Global,2017-09-21,China,Shenzhen,"Supply chain, logistics, & delivery","Co-Energy Finance, Grandland",1.0,22.535,114.054,minor,15929000.0,1156158707,2017
913,Revolution Precrafted,2017-10-23,Philippines,Manila,Other,"K2 Global, 500 Startups",1.0,14.6,120.9833,primary,23088000.0,1608618140,2017
914,WeLab,2017-11-08,Hong Kong,Hong Kong,Fintech,"Sequoia Capital China, ING, Alibaba Entrepreneurs Fund",1.0,22.305,114.185,primary,7347000.0,1344982653,2017
915,Maimai,2017-11-15,China,Beijing,Mobile & telecommunications,"Morningside Venture Capital, IDG Capital, DCM Ventures",1.0,39.905,116.3914,primary,19433000.0,1156228865,2017
916,Dxy.cn,2018-04-10,China,Hangzhou,Health,"Tencent Holdings, DCM Ventures",1.0,30.25,120.1675,admin,6446000.0,1156275243,2018
917,Orbbec Technology,2018-05-21,China,Shenzhen,Hardware,"R-Z Capital, Green Pine Capital Partners, SAIF Partners China",1.0,22.535,114.054,minor,15929000.0,1156158707,2018
918,HMD Global,2018-05-21,Finland,Espoo,Mobile & telecommunications,Ginko Ventures,1.0,60.21,24.66,minor,269802.0,1246357316,2018
919,Huike Group,2018-05-24,China,Beijing,Edtech,"Fosun RZ Capital, Oceanwide Holdings, Shenzhen Qianhe Capital Management Co.",1.0,39.905,116.3914,primary,19433000.0,1156228865,2018
920,China Cloud,2018-06-11,China,Wuxi,Hardware,"V Star Capital, GF Xinde Investment Management Co., Haitong Leading Capital Management",1.0,31.5667,120.2833,minor,4580000.0,1156019650,2018
921,LinkDoc Technology,2018-07-05,China,Beijing,Health,"China Investment Corporation, New Enterprise Associates",1.0,39.905,116.3914,primary,19433000.0,1156228865,2018
922,MediaMath,2018-07-10,United States,New York,Internet software & services,"Silicon Valley Bank, QED Investors, European Founders Fund",1.0,40.6943,-73.9249,,18713220.0,1840034016,2018
923,Movile,2018-07-12,Brazil,Sao Paulo,Mobile & telecommunications,"Innova Capital - FIP, 3G Capital Management, Prosus Ventures",1.0,-23.5504,-46.6339,admin,22046000.0,1076532519,2018
924,Kuaigou Dache,2018-07-13,China,Tianjin,"Supply chain, logistics, & delivery","Sequoia Capital China, InnoVision Capital, Qianhai Fund of Funds",1.0,39.1467,117.2056,admin,10800000.0,1156174046,2018
925,Pat McGrath Labs,2018-07-16,United States,New York,Consumer & retail,"One Luxury Group, Eurazeo",1.0,40.6943,-73.9249,,18713220.0,1840034016,2018
926,Wacai,2018-07-18,China,Hangzhou,Mobile & telecommunications,"Qiming Venture Partners, China Broadband Capital, CDH Investments",1.0,30.25,120.1675,admin,6446000.0,1156275243,2018
927,FlashEx,2018-08-27,China,Beijing,"Supply chain, logistics, & delivery","Prometheus Capital, Matrix Partners China, JD Capital Management",1.0,39.905,116.3914,primary,19433000.0,1156228865,2018
928,Banma Network Technologies,2018-09-13,China,Shanghai,Auto & transportation,"Yunfeng Capital, SDIC Innovation Investment Management, Shang Qi Capital",1.0,31.1667,121.4667,admin,22120000.0,1156073548,2018
929,Tresata,2018-10-10,United States,Charlotte,Fintech,GCP Capital Partners,1.0,35.208,-80.8304,,1512923.0,1840014557,2018
930,Momenta,2018-10-17,China,Beijing,Artificial Intelligence,"Sinovation Ventures, Tencent Holdings, Sequoia Capital China",1.0,39.905,116.3914,primary,19433000.0,1156228865,2018
931,Hosjoy,2018-10-18,China,Nanjing,E-commerce & direct-to-consumer,"U.S.-China Green Fund, Founder H Fund, Richland Equities",1.0,32.05,118.7667,admin,7496000.0,1156644065,2018
932,Omio,2018-10-23,Germany,Berlin,Travel,"Lakestar, Battery Ventures, New Enterprise Associates",1.0,52.5167,13.3833,primary,3644826.0,1276451290,2018
933,TERMINUS Technology,2018-10-25,China,Beijing,Hardware,"China Everbright Limited, IDG Capital, iFLYTEK",1.0,39.905,116.3914,primary,19433000.0,1156228865,2018
934,BitFury,2018-11-06,Netherlands,Amsterdam,Hardware,"Georgian Co-Investment Fund, iTech Capital, Galaxy Digital",1.0,52.3667,4.8833,primary,862965.0,1528355309,2018
935,iFood,2018-11-13,Brazil,Osasco,"Supply chain, logistics, & delivery","Movile, Just Eat, Naspers",1.0,-23.5328,-46.7919,,694844.0,1076786452,2018
936,Geek+,2018-11-21,China,Beijing,Hardware,"Volcanics Ventures, Vertex Ventures China, Warburg Pincus",1.0,39.905,116.3914,primary,19433000.0,1156228865,2018
937,REEF Technology,2018-12-10,United States,Miami,"Supply chain, logistics, & delivery","Target Global, UBS Asset Management, Mubadala Capital",1.0,25.7839,-80.2102,,6445545.0,1840015149,2018
938,Globality,2019-01-22,United States,Menlo Park,Artificial Intelligence,SoftBank Group,1.0,37.4686,-122.1672,,34698.0,1840020305,2019
939,Ynsect,2019-02-21,France,Evry,Other,"Astanor Ventures, Upfront Ventures, IDInvest Partners",1.0,48.6239,2.4294,minor,53641.0,1250675373,2019
940,Intellifusion,2019-03-22,China,Shenzhen,Artificial Intelligence,"BOC International, TopoScend Capital, Hongxiu VC",1.0,22.535,114.054,minor,15929000.0,1156158707,2019
941,Poizon,2019-04-29,China,Shanghai,Mobile & telecommunications,"DST Global, Sequoia Capital China, Gaorong Capital",1.0,31.1667,121.4667,admin,22120000.0,1156073548,2019
942,VTS,2019-05-07,United States,New York,Internet software & services,"Trinity Ventures, Fifth Wall Ventures, OpenView Venture Partners",1.0,40.6943,-73.9249,,18713220.0,1840034016,2019
943,SITECH DEV,2019-05-16,China,Guiyang,Other,China Prosperity Capital,1.0,26.5794,106.7078,admin,4365000.0,1156932620,2019
944,KnowBox,2019-05-30,China,Beijing,Edtech,"TAL Education Group, Legend Star, Alibaba Group",1.0,39.905,116.3914,primary,19433000.0,1156228865,2019
945,Yanolja,2019-06-10,"Korea, South",Seoul,Travel,"SBI Investment Korea, Partners Investment, GIC",1.0,37.56,126.99,primary,21794000.0,1410836482,2019
946,Meero,2019-06-18,France,Paris,Artificial Intelligence,"Aglae Ventures, Global Founders Capital, Alven Capital",1.0,48.8566,2.3522,primary,11020000.0,1250015082,2019
947,SumUp,2019-07-16,United Kingdom,London,Fintech,"American Express Ventures, Goldman Sachs, Bain Capital Credit",1.0,51.5072,-0.1275,primary,10979000.0,1826645935,2019
948,Ibotta,2019-08-06,United States,Denver,Fintech,"Koch Disruptive Technologies, Teamworthy Ventures, GGV Capital",1.0,39.7621,-104.8759,admin,2876625.0,1840018789,2019
949,C2FO,2019-08-07,United States,Leawood,Fintech,"Union Square Ventures, Summerhill Venture Partners, Mithril Capital Management",1.0,38.9076,-94.6258,,34727.0,1840001638,2019
950,Numbrs,2019-08-22,Switzerland,Zurich,Fintech,"Investment Corporation of Dubai, Centralway",1.0,47.3786,8.54,admin,434008.0,1756539143,2019
951,EBANX,2019-10-16,Brazil,Curitiba,Fintech,"FTV Capital, Endeavor",1.0,-25.4297,-49.2719,admin,1879355.0,1076701712,2019
952,KK Group,2019-10-23,China,Dongguan,E-commerce & direct-to-consumer,"Matrix Partners China, Bright Venture Capita, Shenzhen Capital Group",3.0,23.0475,113.7493,minor,7981000.0,1156478242,2019
953,Alto Pharmacy,2020-01-30,United States,San Francisco,Health,"Jackson Square Ventures, Greenoaks Capital Management, Softbank Group",1.0,37.7562,-122.443,,3592294.0,1840021543,2020
954,Hotmart,2020-03-17,Netherlands,Amsterdam,E-commerce & direct-to-consumer,"Technology Crossover Ventures, Alkeon Capital Management, General Atlantic",1.0,52.3667,4.8833,primary,862965.0,1528355309,2020
955,Emerging Markets Property Group,2020-04-28,United Arab Emirates,Dubai,Other,"OLX Group, KCK Group, EXOR Seeds",1.0,25.2697,55.3094,admin,2502715.0,1784736618,2020
956,Quizlet,2020-05-13,United States,San Francisco,Edtech,"Union Square Ventures, Altos Ventures, Costanoa Ventures",1.0,37.7562,-122.443,,3592294.0,1840021543,2020
957,Orca Bio,2020-06-17,United States,Menlo Park,Health,"Lightspeed Venture Partners, Data Collective, 8VC",1.0,37.4686,-122.1672,,34698.0,1840020305,2020
958,Newlink Group,2020-07-10,China,Beijing,E-commerce & direct-to-consumer,"JOY Capital, NIO Capital, Blueflame Capital",1.0,39.905,116.3914,primary,19433000.0,1156228865,2020
959,Infobip,2020-07-30,Croatia,Pula,Mobile & telecommunications,One Equity Partners,1.0,44.8667,13.8333,minor,57053.0,1191143009,2020
960,Zwift,2020-09-16,United States,Long Beach,E-commerce & direct-to-consumer,"Novator Partners, True, Causeway Media Partners",1.0,33.7981,-118.1675,,462628.0,1840020490,2020
961,Playco,2020-09-21,Japan,Tokyo,Other,"Sozo Ventures, Caffeinated Capital, Sequoia Capital",1.0,35.6897,139.6922,primary,37977000.0,1392685764,2020
962,Socar,2020-10-16,"Korea, South",Jeju,Auto & transportation,"Bain Capital, Altos Ventures, Songhyun Investment",1.07,33.5097,126.5219,admin,435413.0,1410364424,2020
963,Gousto,2020-11-03,United Kingdom,London,"Supply chain, logistics, & delivery","MMC Ventures, BGF Ventures, Unilever Ventures",1.7,51.5072,-0.1275,primary,10979000.0,1826645935,2020
964,Boom Supersonic,2020-12-16,United States,Englewood,Other,"WRVI Capital, Caffeinated Capital, Y Combinator",1.0,39.6468,-104.9942,,34917.0,1840020211,2020
965,Quantum Metric,2021-01-07,United States,Colorado Springs,Data management & analytics,"Insight Partners, Bain Capital Ventures",1.0,38.8674,-104.7606,,642413.0,1840018825,2021
966,News Break,2021-01-07,United States,Mountain View,Internet software & services,"IDG Capital, Francisco Partners, ZhenFund",1.0,37.4,-122.0796,,82739.0,1840020332,2021
967,MadeiraMadeira,2021-01-07,Brazil,Parana,E-commerce & direct-to-consumer,"Flybridge Capital Partners, SoftBank Group, Monashees+",1.0,-12.615,-47.8828,,10437.0,1076862389,2021
968,PPRO,2021-01-19,United Kingdom,London,Fintech,"Wellington Management, Eurazeo, Citi Ventures",1.0,51.5072,-0.1275,primary,10979000.0,1826645935,2021
969,Splashtop,2021-01-27,United States,San Jose,Internet software & services,"Storm Ventures, DFJ DragonFund, New Enterprise Associates",1.0,37.3019,-121.8486,,1798103.0,1840021570,2021
970,DriveNets,2021-01-27,Israel,Ra`ananna,Internet software & services,"Bessemer Venture Partners, Pitango Venture Capital, D1 Capital Partners",1.0,32.1833,34.8667,,74000.0,1376791991,2021
971,Flash Express,2021-02-01,Thailand,Bangkok,"Supply chain, logistics, & delivery","SCB 10X, Krungsri Finnovate, eWTP Capital",1.0,13.75,100.5167,primary,17066000.0,1764068610,2021
972,Axiom Space,2021-02-16,United States,Houston,Other,"C5 Capital, Hemisphere Ventures, The Venture Collective",1.0,29.7863,-95.3889,,5464251.0,1840020925,2021
973,Locus Robotics,2021-02-17,United States,Wilmington,Hardware,"Scale Venture Partners, Bond, Tiger Global Management",1.0,34.21,-77.8866,,255616.0,1840015576,2021
974,Standard,2021-02-17,United States,San Francisco,Artificial Intelligence,"CRV, Y Combinator, Initialized Capital",1.0,37.7562,-122.443,,3592294.0,1840021543,2021
975,WeBull,2021-02-18,China,Changsha,Fintech,"Bojiang Capital, Hongdao Capital, Mobai Capital",1.0,28.1987,112.9709,admin,8394500.0,1156961497,2021
976,Skydio,2021-02-25,United States,Redwood City,"Supply chain, logistics, & delivery","Andreessen Horowitz, Andreessen Horowitz, Institutional Venture Partners, Accel",1.0,37.5026,-122.2252,,85925.0,1840020304,2021
977,Newsela,2021-02-25,United States,New York,Internet software & services,"Owl Ventures, Technology Crossover Ventures, Tao Capital Partners",1.0,40.6943,-73.9249,,18713220.0,1840034016,2021
978,Aqua Security,2021-03-10,Israel,Ramat Gan,Cybersecurity,"TLV Partners, Lightspeed Venture Partners, M12",1.0,32.07,34.8235,,152596.0,1376357911,2021
979,PatSnap,2021-03-16,Singapore,Singapore,Internet software & services,"Sequoia Capital China, Shunwei Capital Partners, Qualgro",1.0,1.3,103.8,primary,5745000.0,1702341327,2021
980,Evidation,2021-03-22,United States,San Mateo,Health,"B Capital Group,, GE Ventures, McKesson Ventures",1.0,37.5521,-122.3122,,104430.0,1840021551,2021
981,Sidecar Health,2021-01-26,United States,El Segundo,Fintech,"GreatPoint Ventures, Tiger Global Management, Menlo Ventures",1.0,33.9169,-118.4021,,16610.0,1840020481,2021
982,Feedzai,2021-03-24,United States,San Mateo,Artificial Intelligence,"Global Founders Capital, Shea Ventures, Greycroft",1.0,37.5521,-122.3122,,104430.0,1840021551,2021
983,Yunxuetang,2021-03-29,China,Suzhou,Edtech,"Matrix Partners China, Sequoia Capital China, Hundreds Capital",1.0,33.6333,116.9683,,5690000.0,1156871297,2021
984,Cameo,2021-03-30,United States,Chicago,Internet software & services,"Lightspeed Venture Partners, Kleiner Perkins Caufield & Byers, Origin Ventures",1.0,41.8373,-87.6862,,8604203.0,1840000494,2021
985,Hyperchain,2021-04-11,China,Hangzhou,Fintech,"Yinhong Equity Investment Fund, E Fund, Ideal International",1.0,30.25,120.1675,admin,6446000.0,1156275243,2021
986,The Zebra,2021-04-12,United States,Austin,E-commerce & direct-to-consumer,"Silverton Partners, Accel, Ballast Point Ventures",1.0,30.3004,-97.7522,admin,1687311.0,1840019590,2021
987,Clearcover,2021-04-13,United States,Chicago,Fintech,"American Family Ventures, Cox Enterprises, OMERS Ventures",1.0,41.8373,-87.6862,,8604203.0,1840000494,2021
988,Groq,2021-04-14,United States,Mountain View,Artificial Intelligence,"TDK Ventures, Social Capital, D1 Capital Partners",1.0,37.4,-122.0796,,82739.0,1840020332,2021
989,Fiture,2021-04-14,China,Chengdu,Health,"Bertelsmann Asia Investments, Sequoia Capital China, NIO Capital",1.0,30.66,104.0633,admin,11309000.0,1156421555,2021
990,Injective Protocol,2021-04-20,United States,New York,Fintech,"Pantera Capital, Cadenza Ventures, BlockTower Capital",1.0,40.6943,-73.9249,,18713220.0,1840034016,2021
991,Sift,2021-04-22,United States,San Francisco,Artificial Intelligence,"Union Square Ventures, Insight Partners, Spark Capital",1.0,37.7562,-122.443,,3592294.0,1840021543,2021
992,SaltPay,2021-04-09,United Kingdom,London,Fintech,"Tiger Global Management, Hedosophia",1.0,51.5072,-0.1275,primary,10979000.0,1826645935,2021
993,Capsule,2021-04-28,United States,New York,Health,"Thrive Capital, Durable Capital Partners, G Squared",1.0,40.6943,-73.9249,,18713220.0,1840034016,2021
994,MOLOCO,2021-04-29,United States,Redwood City,Artificial Intelligence,"Smilegate Investment, DSC Investments, KTB Ventures",1.5,37.5026,-122.2252,,85925.0,1840020304,2021
995,Mux,2021-04-30,United States,San Francisco,Internet software & services,"Accel, Cobalt Capital, Andreessen Horowitz",1.0,37.7562,-122.443,,3592294.0,1840021543,2021
996,XForcePlus,2021-06-01,China,Shanghai,Internet software & services,"Eastern Bell Capital, Danhua Capital, MSA Capital",1.0,31.1667,121.4667,admin,22120000.0,1156073548,2021
997,Firefly Aerospace,2021-05-04,United States,Cedar Park,Other,"XBTO Ventures, Raven One Ventures, SK Ventures",1.1,30.5106,-97.8196,,79462.0,1840019572,2021
998,Shift Technology,2021-05-06,France,Paris,Artificial Intelligence,"Griffin Gaming Partners, Andreessen Horowitz, Battery Ventures",1.0,48.8566,2.3522,primary,11020000.0,1250015082,2021
999,TensTorrent,2021-05-05,Canada,Toronto,Artificial Intelligence,"Eclipse Ventures, Fidelity Investments, Moore Capital Management",1.0,43.7417,-79.3733,,5429524.0,1124279679,2021
1000,Zihaiguo,2021-05-06,China,Chongqing,Consumer & retail,"Xingwang Investment Management, China Capital Investment Group, Matrix Partners China",1.0,29.5628,106.5528,admin,7739000.0,1156936556,2021
1001,Forte Labs,2021-05-12,United States,San Francisco,Fintech,"Iris Capital, Accel, Elaia Partners",1.73,37.7562,-122.443,,3592294.0,1840021543,2021
1002,Axtria,2021-05-13,United States,Berkeley Heights,Data management & analytics,"Helion Venture Partners, Bain Capital Tech Opportunities, Sequoia Capital India",1.0,40.6764,-74.4244,,13310.0,1840081748,2021
1003,Amount,2021-05-17,United States,Chicago,Fintech,"Invus Group, Hanaco Venture Capital, WestCap Group",1.0,41.8373,-87.6862,,8604203.0,1840000494,2021
1004,Vise,2021-05-18,United States,New York,Fintech,"Sequoia Capital, Founders Fund, Bling Capital",1.0,40.6943,-73.9249,,18713220.0,1840034016,2021
1005,Printful,2021-05-24,United States,Charlotte,Other,Bregal Sagemount,1.0,35.208,-80.8304,,1512923.0,1840014557,2021
1006,Matrixport,2021-06-01,Singapore,Singapore,Fintech,"Dragonfly Captial, Qiming Venture Partners, DST Global",1.05,1.3,103.8,primary,5745000.0,1702341327,2021
1007,Shippo,2021-06-02,United States,San Francisco,"Supply chain, logistics, & delivery","Version One Ventures, Uncork Capital, Bessemer Venture Partners",1.0,37.7562,-122.443,,3592294.0,1840021543,2021
1008,Thirty Madison,2021-06-02,United States,New York,Health,"Northzone Ventures, Maveron, Johnson & Johnson Innovation",1.0,40.6943,-73.9249,,18713220.0,1840034016,2021
1009,LetsGetChecked,2021-06-07,Ireland,Dublin,Health,"Optum Ventures, Qiming Venture Partners, Transformation Capital",1.0,53.3497,-6.2603,primary,1173179.0,1372595407,2021
1010,EcoFlow,2021-06-10,China,Shenzhen,Hardware,"Delian Capital, China International Capital Corporation, Sequoia Capital China",1.0,22.535,114.054,minor,15929000.0,1156158707,2021
1011,Carro,2021-06-14,Singapore,Singapore,E-commerce & direct-to-consumer,"SingTel Innov8, Alpha JWC Ventures, Golden Gate Ventures",1.0,1.3,103.8,primary,5745000.0,1702341327,2021
1012,Tractable,2021-06-16,United Kingdom,London,Artificial Intelligence,"Insight Partners, Ignition Partners, Georgian Partners",1.0,51.5072,-0.1275,primary,10979000.0,1826645935,2021
1013,Xiaoe Tech,2021-06-15,China,Shenzhen,Internet software & services,"GGV Capital, Hillhouse Capital Management, IDG Capital",1.0,22.535,114.054,minor,15929000.0,1156158707,2021
1014,Bringg,2021-06-16,Israel,Tel Aviv-Yafo,"Supply chain, logistics, & delivery","Salesforce Ventures, next47, Pereg Ventures",1.0,32.08,34.78,admin,451523.0,1376401542,2021
1015,Claroty,2021-06-17,United States,New York,Cybersecurity,"Bessemer Venture Partners, MoreVC, Team8",1.0,40.6943,-73.9249,,18713220.0,1840034016,2021
1016,JoyTunes,2021-06-21,Israel,Tel Aviv-Yafo,Edtech,"Genesis Partners, Aleph, Insight Partners",1.0,32.08,34.78,admin,451523.0,1376401542,2021
1017,Aircall,2021-06-23,United States,New York,Internet software & services,"Balderton Capital, Next World Capital, Draper Esprit",1.0,40.6943,-73.9249,,18713220.0,1840034016,2021
1018,Worldcoin,2021-06-29,United States,San Francisco,Fintech,"Day One Ventures, Coinbase Ventures, Andreessen Horowitz",1.0,37.7562,-122.443,,3592294.0,1840021543,2021
1019,SmartAsset,2021-06-24,United States,New York,Fintech,"Javelin Venture Partners, TTV Capital, Peterson Ventures",1.0,40.6943,-73.9249,,18713220.0,1840034016,2021
1020,Morning Consult,2021-06-08,United States,Washington,Internet software & services,"Advance Venture Partners, Susquehanna Growth Equity, Lupa Systems",1.0,38.9047,-77.0163,primary,5379184.0,1840006060,2021
1021,Visier,2021-06-29,Canada,Vancouver,Internet software & services,"Foundation Capital, 	Summit Partners, Adams Street Partners",1.0,49.25,-123.1,,2264823.0,1124825478,2021
1022,ShipBob,2021-06-29,United States,Chicago,"Supply chain, logistics, & delivery","Hyde Park Venture Partners,	FundersClub. Bain Capital Ventures",1.0,41.8373,-87.6862,,8604203.0,1840000494,2021
1023,bolttech,2021-07-01,Singapore,Singapore,Fintech,"Mundi Ventures, Doqling Capital Partners, Activant Capital",1.0,1.3,103.8,primary,5745000.0,1702341327,2021
1024,MobileCoin,2021-07-07,United States,San Francisco,Fintech,"General Catalyst, Future Ventures, AU21",1.06,37.7562,-122.443,,3592294.0,1840021543,2021
1025,Amperity,2021-07-13,United States,Seattle,Artificial Intelligence,"Madrona Venture Group, Tiger Global Management, Madera Technology Partners",1.0,47.6211,-122.3244,,3789215.0,1840021117,2021
1026,Pantheon Systems,2021-07-13,United States,San Francisco,Internet software & services,"Foundry Group, Scale Venture Partners, SoftBank Group",1.0,37.7562,-122.443,,3592294.0,1840021543,2021
1027,Xiaobing,2021-07-12,China,Beijing,Fintech,"NetEase Capital, Northern Light Venture Capital, Microsoft",1.0,39.905,116.3914,primary,19433000.0,1156228865,2021
1028,dMed Biopharmaceutical,2021-07-12,China,Shanghai,Health,"Qiming Venture Partners, Vivo Capital, Sequoia Capital China",1.0,31.1667,121.4667,admin,22120000.0,1156073548,2021
1029,Carson Group,2021-07-14,United States,Lincoln,Fintech,Bain Capital,1.0,40.809,-96.6788,admin,289490.0,1840009357,2021
1030,GO1,2021-07-19,Australia,Brisbane,Internet software & services,"Y Combinator, M12, SEEK",1.0,-27.4678,153.0281,admin,2514184.0,1036192929,2021
1031,Interos,2021-07-22,United States,Arlington,Fintech,"Kleiner Perkins Caufield & Byers, NightDragon Security, Venrock",1.0,32.6998,-97.125,,398854.0,1840019422,2021
1032,BlackBuck,2021-07-22,India,Bangalore,"Supply chain, logistics, & delivery","Accel, Sands Capital, International Finance Corporation",1.0,12.9699,77.598,admin,13707000.0,1356410365,2021
1033,NIUM,2021-07-13,Singapore,Singapore,Fintech,"Vertex Ventures SE Asia, Global Founders Capital, Visa Ventures",1.0,1.3,103.8,primary,5745000.0,1702341327,2021
1034,Human Interest,2021-08-04,United States,San Francisco,Fintech,"Wing Venture Capital, Slow Ventures, Uncork Capital",1.0,37.7562,-122.443,,3592294.0,1840021543,2021
1035,Bluecore,2021-08-05,United States,New York,Artificial Intelligence,"FirstMark Capital, Georgian Partners, Norwest Venture Partners",1.0,40.6943,-73.9249,,18713220.0,1840034016,2021
1036,Freshbooks,2021-08-10,Canada,Toronto,Fintech,"Accomplice, Oak Investment Partners, Georgian Partners",1.0,43.7417,-79.3733,,5429524.0,1124279679,2021
1037,Snorkel AI,2021-08-09,United States,Palo Alto,Artificial Intelligence,"Greylock Partners, Google Ventures, BlackRock",1.0,37.3913,-122.1468,,65364.0,1840020333,2021
1038,Gelato,2021-08-16,Norway,Oslo,E-commerce & direct-to-consumer,"Greylock Partners, Google Ventures, BlackRock",1.0,59.9111,10.7528,primary,693494.0,1578324706,2021
1039,Maven Clinic,2021-08-17,United States,New York,Health,"Female Founders Fund, Oak HC/FT Partners, Sequoia Capital",1.0,40.6943,-73.9249,,18713220.0,1840034016,2021
1040,Dunamu,2021-07-22,"Korea, South",Seoul,Fintech,"Qualcomm Ventures, Woori Investment, Hanwha Investment & Securities",1.0,37.56,126.99,primary,21794000.0,1410836482,2021
1041,Shield AI,2021-08-24,United States,San Diego,Artificial Intelligence,"Andreessen Horowitz, Homebrew, Point72 Ventures",1.0,32.8312,-117.1225,,3220118.0,1840021990,2021
1042,PicsArt,2021-08-26,United States,San Francisco,Mobile & telecommunications,"Sequoia Capital, DCM Ventures, Insight Partners",1.0,37.7562,-122.443,,3592294.0,1840021543,2021
1043,1KMXC,2021-08-30,China,Hangzhou,Hardware,"Goldman Sachs Asset Management, SDP Investment, Alibaba Group",1.0,30.25,120.1675,admin,6446000.0,1156275243,2021
